,participant,question,choice,task,trial
15650,539,Q16,two students due to the use of their notes.,0,19
15651,539,Q17,through which gas is exchanged,0,20
15652,539,Q18,who tend to resist any attempt at,0,21
15653,539,Q19,The amount of water in living cells varies,0,22
15654,539,Q20,The belief of ancient scientists were,0,23
15655,539,score,13,0,24
15656,539,absAssess1,15,0,25
15657,539,relAssess1,71,0,26
15658,539,diffOther1,6,0,27
15659,539,diffSelf1,3,0,28
15660,540,absAssess0,18,0,0
15661,540,relAssess0,85,0,1
15662,540,diffOther0,6,0,2
15663,540,diffSelf0,3,0,3
15664,540,Q1,he or she is expected to master the printed form of language.,0,4
15665,540,Q2,man and found,0,5
15666,540,Q3,"poetry, along with all the other arts, is",0,6
15667,540,Q4,it difficult to choose,0,7
15668,540,Q5,to accept responsibility for one's own decisions.,0,8
15669,540,Q6,are native to shores,0,9
15670,540,Q7,"than studying for a long, continuous period.",0,10
15671,540,Q8,those in Crime and Punishment exhibit,0,11
15672,540,Q9,feelings portrayed by Spaniards,0,12
15673,540,Q10,and finally succeeded,0,13
15674,540,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
15675,540,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15676,540,Q13,the city council designated him,0,16
15677,540,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15678,540,Q15,If the room had been brighter,0,18
15679,540,Q16,two students because they used notes anyway.,0,19
15680,540,Q17,through which exchange of gases occurs,0,20
15681,540,Q18,who tend to resist any attempt at,0,21
15682,540,Q19,The amount of water in living cells varies,0,22
15683,540,Q20,The belief of ancient scientists were,0,23
15684,540,score,15,0,24
15685,540,absAssess1,18,0,25
15686,540,relAssess1,85,0,26
15687,540,diffOther1,6,0,27
15688,540,diffSelf1,3,0,28
15689,541,absAssess0,17,0,0
15690,541,relAssess0,75,0,1
15691,541,diffOther0,6,0,2
15692,541,diffSelf0,3,0,3
15693,541,Q1,mastery of the printed form of language is expected of him or her.,0,4
15694,541,Q2,man and there he was able to find,0,5
15695,541,Q3,poetry and art are,0,6
15696,541,Q4,it difficult to choose,0,7
15697,541,Q5,to accept responsibility for one's own decisions.,0,8
15698,541,Q6,are native to shores,0,9
15699,541,Q7,"than a long, continuous period of study.",0,10
15700,541,Q8,those in Crime and Punishment exhibit,0,11
15701,541,Q9,feelings portrayed by Spaniards,0,12
15702,541,Q10,and finally succeeded,0,13
15703,541,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
15704,541,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15705,541,Q13,the city council designated him,0,16
15706,541,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15707,541,Q15,If the room was brighter,0,18
15708,541,Q16,two students because they used notes anyway.,0,19
15709,541,Q17,through which exchange of gas occurs,0,20
15710,541,Q18,who tends to resist any attempt to,0,21
15711,541,Q19,The amount of water in living cells varies,0,22
15712,541,Q20,The belief of ancient scientists was,0,23
15713,541,score,10,0,24
15714,541,absAssess1,17,0,25
15715,541,relAssess1,80,0,26
15716,541,diffOther1,8,0,27
15717,541,diffSelf1,5,0,28
15718,542,absAssess0,13,0,0
15719,542,relAssess0,56,0,1
15720,542,diffOther0,5,0,2
15721,542,diffSelf0,5,0,3
15722,542,Q1,he or she faces expectations of mastering the printed form of language.,0,4
15723,542,Q2,man and found,0,5
15724,542,Q3,poetry along with all the other arts is,0,6
15725,542,Q4,it difficult to choose,0,7
15726,542,Q5,to accept responsibility for one's own decisions.,0,8
15727,542,Q6,are native to shores,0,9
15728,542,Q7,"than studying for a long, continuous period.",0,10
15729,542,Q8,those in Crime and Punishment exhibit,0,11
15730,542,Q9,portrays the feelings of many Spaniards,0,12
15731,542,Q10,and finally succeeded,0,13
15732,542,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
15733,542,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15734,542,Q13,the city council designated him,0,16
15735,542,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
15736,542,Q15,If the room had been brighter,0,18
15737,542,Q16,two students because of them using notes.,0,19
15738,542,Q17,through which gas is exchanged,0,20
15739,542,Q18,who tends to resist any attempt at,0,21
15740,542,Q19,The amount of water in living cells varies,0,22
15741,542,Q20,The belief of ancient scientists was,0,23
15742,542,score,12,0,24
15743,542,absAssess1,10,0,25
15744,542,relAssess1,38,0,26
15745,542,diffOther1,5,0,27
15746,542,diffSelf1,6,0,28
15747,543,absAssess0,15,0,0
15748,543,relAssess0,61,0,1
15749,543,diffOther0,7,0,2
15750,543,diffSelf0,5,0,3
15751,543,Q1,he or she is expected to master the printed form of language.,0,4
15752,543,Q2,man and found,0,5
15753,543,Q3,"poetry, along with all the other arts, is",0,6
15754,543,Q4,it difficult to choose,0,7
15755,543,Q5,to accept responsibility for one's own decisions.,0,8
15756,543,Q6,are native to shores,0,9
15757,543,Q7,"than a period of long, continuous study.",0,10
15758,543,Q8,those in Crime and Punishment exhibit,0,11
15759,543,Q9,feelings portrayed by Spaniards,0,12
15760,543,Q10,and finally succeeded,0,13
15761,543,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
15762,543,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15763,543,Q13,the city council designated him,0,16
15764,543,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15765,543,Q15,If the room had been brighter,0,18
15766,543,Q16,two students because they used notes anyway.,0,19
15767,543,Q17,through which gas is exchanged,0,20
15768,543,Q18,who tends to resist any attempt at,0,21
15769,543,Q19,The amounts of water varies in living cells,0,22
15770,543,Q20,The ancient scientists beliefs were,0,23
15771,543,score,11,0,24
15772,543,absAssess1,13,0,25
15773,543,relAssess1,51,0,26
15774,543,diffOther1,7,0,27
15775,543,diffSelf1,8,0,28
15776,544,absAssess0,20,0,0
15777,544,relAssess0,80,0,1
15778,544,diffOther0,5,0,2
15779,544,diffSelf0,2,0,3
15780,544,Q1,he or she is expected to master the printed form of language.,0,4
15781,544,Q2,man and had found,0,5
15782,544,Q3,"poetry, along with all the other arts, are",0,6
15783,544,Q4,it difficult to choose,0,7
15784,544,Q5,accepting responsibility for one's own decisions.,0,8
15785,544,Q6,are native to shores,0,9
15786,544,Q7,"than studying for a long, continuous period.",0,10
15787,544,Q8,those in Crime and Punishment exhibit,0,11
15788,544,Q9,portrayal of the feelings of many Spaniards,0,12
15789,544,Q10,and finally succeeded,0,13
15790,544,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
15791,544,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15792,544,Q13,he was designated by the city council,0,16
15793,544,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15794,544,Q15,If the room had been brighter,0,18
15795,544,Q16,two students because they used notes anyway.,0,19
15796,544,Q17,through which gas is exchanged,0,20
15797,544,Q18,who tends to resist any attempt at,0,21
15798,544,Q19,The amount of water in living cells varies,0,22
15799,544,Q20,The belief of ancient scientists was,0,23
15800,544,score,12,0,24
15801,544,absAssess1,20,0,25
15802,544,relAssess1,80,0,26
15803,544,diffOther1,5,0,27
15804,544,diffSelf1,2,0,28
15805,545,absAssess0,15,0,0
15806,545,relAssess0,62,0,1
15807,545,diffOther0,5,0,2
15808,545,diffSelf0,3,0,3
15809,545,Q1,mastery of the printed form of language is expected of him or her.,0,4
15810,545,Q2,man and found,0,5
15811,545,Q3,"poetry, along with all the other arts, is",0,6
15812,545,Q4,it difficult to choose,0,7
15813,545,Q5,to accept responsibility for one's own decisions.,0,8
15814,545,Q6,are native to shores,0,9
15815,545,Q7,than a long period of continuous study.,0,10
15816,545,Q8,those in Crime and Punishment exhibit,0,11
15817,545,Q9,feelings portrayed by Spaniards,0,12
15818,545,Q10,and finally succeeded,0,13
15819,545,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
15820,545,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15821,545,Q13,the city council will designate him,0,16
15822,545,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15823,545,Q15,If the room had been brighter,0,18
15824,545,Q16,two students due to the use of their notes.,0,19
15825,545,Q17,through which exchange of gases occurs,0,20
15826,545,Q18,who tend to resist any attempt at,0,21
15827,545,Q19,The amount of water in living cells varies,0,22
15828,545,Q20,The belief of ancient scientists were,0,23
15829,545,score,13,0,24
15830,545,absAssess1,15,0,25
15831,545,relAssess1,65,0,26
15832,545,diffOther1,5,0,27
15833,545,diffSelf1,4,0,28
15834,546,absAssess0,15,0,0
15835,546,relAssess0,70,0,1
15836,546,diffOther0,7,0,2
15837,546,diffSelf0,4,0,3
15838,546,Q1,he or she faces expectations of mastering the printed form of language.,0,4
15839,546,Q2,man and found,0,5
15840,546,Q3,"poetry, along with all the other arts, are",0,6
15841,546,Q4,it difficult to choose,0,7
15842,546,Q5,to accept responsibility for one's own decisions.,0,8
15843,546,Q6,are native to shores,0,9
15844,546,Q7,"than studying for a long, continuous period.",0,10
15845,546,Q8,those in Crime and Punishment exhibit,0,11
15846,546,Q9,feelings,0,12
15847,546,Q10,and finally succeeded,0,13
15848,546,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
15849,546,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15850,546,Q13,the city council designated him,0,16
15851,546,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15852,546,Q15,If the room was brighter,0,18
15853,546,Q16,two students due to the use of their notes.,0,19
15854,546,Q17,through which gas is exchanged,0,20
15855,546,Q18,who tends to resist any attempt at,0,21
15856,546,Q19,The amount of water in living cells varies,0,22
15857,546,Q20,The belief of ancient scientists was,0,23
15858,546,score,12,0,24
15859,546,absAssess1,12,0,25
15860,546,relAssess1,50,0,26
15861,546,diffOther1,8,0,27
15862,546,diffSelf1,7,0,28
15863,547,absAssess0,10,0,0
15864,547,relAssess0,50,0,1
15865,547,diffOther0,6,0,2
15866,547,diffSelf0,5,0,3
15867,547,Q1,he or she is expected to master the printed form of language.,0,4
15868,547,Q2,man and found,0,5
15869,547,Q3,"poetry, along with all the other arts, is",0,6
15870,547,Q4,it difficult to choose,0,7
15871,547,Q5,accepting responsibility for one's own decisions.,0,8
15872,547,Q6,are native to shores,0,9
15873,547,Q7,"than a long, continuous period of study.",0,10
15874,547,Q8,those in Crime and Punishment exhibit,0,11
15875,547,Q9,feelings portrayed by Spaniards,0,12
15876,547,Q10,and finally succeeded,0,13
15877,547,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
15878,547,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated at",0,15
15879,547,Q13,he was designated by the city council,0,16
15880,547,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
15881,547,Q15,If the room had been brighter,0,18
15882,547,Q16,two students due to the use of their notes.,0,19
15883,547,Q17,through which gas is exchanged,0,20
15884,547,Q18,who tends to resist any attempt at,0,21
15885,547,Q19,The amount of water in living cells varies,0,22
15886,547,Q20,The belief of ancient scientists were,0,23
15887,547,score,10,0,24
15888,547,absAssess1,12,0,25
15889,547,relAssess1,60,0,26
15890,547,diffOther1,6,0,27
15891,547,diffSelf1,6,0,28
15892,548,absAssess0,19,0,0
15893,548,relAssess0,90,0,1
15894,548,diffOther0,6,0,2
15895,548,diffSelf0,1,0,3
15896,548,Q1,he or she is expected to master the printed form of language.,0,4
15897,548,Q2,man and found,0,5
15898,548,Q3,poetry along with all the other arts is,0,6
15899,548,Q4,it difficult to choose,0,7
15900,548,Q5,to accept responsibility for one's own decisions.,0,8
15901,548,Q6,are native to shores,0,9
15902,548,Q7,"than a long, continuous period of study.",0,10
15903,548,Q8,those in Crime and Punishment exhibit,0,11
15904,548,Q9,portrays the feelings of many Spaniards,0,12
15905,548,Q10,and finally succeeded,0,13
15906,548,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
15907,548,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15908,548,Q13,the city council designated him,0,16
15909,548,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15910,548,Q15,If the room was brighter,0,18
15911,548,Q16,two students because they used notes anyway.,0,19
15912,548,Q17,through which gas is exchanged,0,20
15913,548,Q18,who tends to resist any attempt at,0,21
15914,548,Q19,The amount of water in living cells varies,0,22
15915,548,Q20,The belief of ancient scientists was,0,23
15916,548,score,11,0,24
15917,548,absAssess1,19,0,25
15918,548,relAssess1,90,0,26
15919,548,diffOther1,7,0,27
15920,548,diffSelf1,1,0,28
15921,549,absAssess0,12,0,0
15922,549,relAssess0,65,0,1
15923,549,diffOther0,6,0,2
15924,549,diffSelf0,5,0,3
15925,549,Q1,he or she faces expectations of mastering the printed form of language.,0,4
15926,549,Q2,man and found,0,5
15927,549,Q3,"poetry, and other arts, is",0,6
15928,549,Q4,it difficult to choose,0,7
15929,549,Q5,accepting responsibility for one's own decisions.,0,8
15930,549,Q6,are native to shores,0,9
15931,549,Q7,"than a long, continuous period of study.",0,10
15932,549,Q8,Crime and Punishment exhibits,0,11
15933,549,Q9,portrays the feelings of many Spaniards,0,12
15934,549,Q10,and finally succeeded,0,13
15935,549,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,14
15936,549,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15937,549,Q13,the city council designated him,0,16
15938,549,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15939,549,Q15,If the room had been brighter,0,18
15940,549,Q16,two students due to the use of their notes.,0,19
15941,549,Q17,through which gas is exchanged,0,20
15942,549,Q18,who tends to resist any attempt at,0,21
15943,549,Q19,The amount of water in living cells varies,0,22
15944,549,Q20,The belief of ancient scientists was,0,23
15945,549,score,8,0,24
15946,549,absAssess1,12,0,25
15947,549,relAssess1,66,0,26
15948,549,diffOther1,7,0,27
15949,549,diffSelf1,6,0,28
15950,550,absAssess0,16,0,0
15951,550,relAssess0,75,0,1
15952,550,diffOther0,8,0,2
15953,550,diffSelf0,2,0,3
15954,550,Q1,he or she is expected to master the printed form of language.,0,4
15955,550,Q2,man and found,0,5
15956,550,Q3,poetry along with all the other arts is,0,6
15957,550,Q4,it difficult to choose,0,7
15958,550,Q5,to accept responsibility for one's own decisions.,0,8
15959,550,Q6,are native to shores,0,9
15960,550,Q7,"than studying for a long, continuous period.",0,10
15961,550,Q8,those in Crime and Punishment exhibit,0,11
15962,550,Q9,feelings portrayed by Spaniards,0,12
15963,550,Q10,and finally succeeded,0,13
15964,550,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
15965,550,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15966,550,Q13,the city council designated him,0,16
15967,550,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
15968,550,Q15,If the room had been brighter,0,18
15969,550,Q16,two students because they used notes anyway.,0,19
15970,550,Q17,through which exchange of gases occurs,0,20
15971,550,Q18,who tends to resist any attempt at,0,21
15972,550,Q19,The amount of water in living cells varies,0,22
15973,550,Q20,The belief of ancient scientists were,0,23
15974,550,score,14,0,24
15975,550,absAssess1,16,0,25
15976,550,relAssess1,75,0,26
15977,550,diffOther1,7,0,27
15978,550,diffSelf1,2,0,28
15979,551,absAssess0,18,0,0
15980,551,relAssess0,80,0,1
15981,551,diffOther0,5,0,2
15982,551,diffSelf0,1,0,3
15983,551,Q1,he or she is expected to master the printed form of language.,0,4
15984,551,Q2,man and found,0,5
15985,551,Q3,poetry and art are,0,6
15986,551,Q4,it difficult to choose,0,7
15987,551,Q5,to accept responsibility for one's own decisions.,0,8
15988,551,Q6,are native to shores,0,9
15989,551,Q7,"than studying for a long, continuous period.",0,10
15990,551,Q8,those in Crime and Punishment exhibit,0,11
15991,551,Q9,feelings portrayed by Spaniards,0,12
15992,551,Q10,and finally succeeded,0,13
15993,551,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
15994,551,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
15995,551,Q13,the city council designated him,0,16
15996,551,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
15997,551,Q15,If the room had been brighter,0,18
15998,551,Q16,two students due to the use of their notes.,0,19
15999,551,Q17,through which gas is exchanged,0,20
16000,551,Q18,who tends to resist any attempt at,0,21
16001,551,Q19,The amount of water in living cells varies,0,22
16002,551,Q20,The belief of ancient scientists were,0,23
16003,551,score,11,0,24
16004,551,absAssess1,18,0,25
16005,551,relAssess1,80,0,26
16006,551,diffOther1,4,0,27
16007,551,diffSelf1,2,0,28
16008,552,absAssess0,17,0,0
16009,552,relAssess0,87,0,1
16010,552,diffOther0,5,0,2
16011,552,diffSelf0,2,0,3
16012,552,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16013,552,Q2,man and had found,0,5
16014,552,Q3,"poetry, along with all the other arts, are",0,6
16015,552,Q4,it difficult to choose,0,7
16016,552,Q5,to accept responsibility for one's own decisions.,0,8
16017,552,Q6,are native to shores,0,9
16018,552,Q7,than a long period of continuous study.,0,10
16019,552,Q8,those in Crime and Punishment exhibit,0,11
16020,552,Q9,portrayal of the feelings of many Spaniards,0,12
16021,552,Q10,and finally succeeded,0,13
16022,552,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16023,552,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
16024,552,Q13,the city council designated him,0,16
16025,552,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
16026,552,Q15,If the room had been brighter,0,18
16027,552,Q16,two students due to the use of their notes.,0,19
16028,552,Q17,through which exchange of gases occurs,0,20
16029,552,Q18,who tends to resist any attempt at,0,21
16030,552,Q19,The amount of water in living cells varies,0,22
16031,552,Q20,The belief of ancient scientists were,0,23
16032,552,score,9,0,24
16033,552,absAssess1,18,0,25
16034,552,relAssess1,88,0,26
16035,552,diffOther1,4,0,27
16036,552,diffSelf1,2,0,28
16037,553,absAssess0,20,0,0
16038,553,relAssess0,93,0,1
16039,553,diffOther0,3,0,2
16040,553,diffSelf0,1,0,3
16041,553,Q1,he or she is expected to master the printed form of language.,0,4
16042,553,Q2,man and found,0,5
16043,553,Q3,"poetry, along with all the other arts, are",0,6
16044,553,Q4,it difficult to choose,0,7
16045,553,Q5,accepting responsibility for one's own decisions.,0,8
16046,553,Q6,are native to shores,0,9
16047,553,Q7,"than a period of long, continuous study.",0,10
16048,553,Q8,those in Crime and Punishment exhibit,0,11
16049,553,Q9,portrays the feelings of many Spaniards,0,12
16050,553,Q10,and finally succeeded,0,13
16051,553,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16052,553,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16053,553,Q13,he was designated by the city council,0,16
16054,553,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16055,553,Q15,If the room had been brighter,0,18
16056,553,Q16,two students because they used notes anyway.,0,19
16057,553,Q17,through which exchange of gas occurs,0,20
16058,553,Q18,who tends to resist any attempt at,0,21
16059,553,Q19,The amount of water in living cells varies,0,22
16060,553,Q20,The belief of ancient scientists was,0,23
16061,553,score,12,0,24
16062,553,absAssess1,18,0,25
16063,553,relAssess1,91,0,26
16064,553,diffOther1,4,0,27
16065,553,diffSelf1,2,0,28
16066,554,absAssess0,18,0,0
16067,554,relAssess0,75,0,1
16068,554,diffOther0,6,0,2
16069,554,diffSelf0,4,0,3
16070,554,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16071,554,Q2,man and there he was able to find,0,5
16072,554,Q3,"poetry, along with all the other arts, are",0,6
16073,554,Q4,it difficult to choose,0,7
16074,554,Q5,accepting responsibility for one's own decisions.,0,8
16075,554,Q6,are native to shores,0,9
16076,554,Q7,"than a period of long, continuous study.",0,10
16077,554,Q8,those in Crime and Punishment exhibits,0,11
16078,554,Q9,portrayal of the feelings of many Spaniards,0,12
16079,554,Q10,and finally succeeded,0,13
16080,554,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16081,554,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16082,554,Q13,the city council designated him,0,16
16083,554,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
16084,554,Q15,If the room had been brighter,0,18
16085,554,Q16,two students due to the use of their notes.,0,19
16086,554,Q17,through which exchange of gases occurs,0,20
16087,554,Q18,who tends to resist any attempt at,0,21
16088,554,Q19,The amounts of water varies in living cells,0,22
16089,554,Q20,The belief of ancient scientists were,0,23
16090,554,score,6,0,24
16091,554,absAssess1,17,0,25
16092,554,relAssess1,60,0,26
16093,554,diffOther1,6,0,27
16094,554,diffSelf1,6,0,28
16095,555,absAssess0,15,0,0
16096,555,relAssess0,73,0,1
16097,555,diffOther0,6,0,2
16098,555,diffSelf0,3,0,3
16099,555,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16100,555,Q2,man and found,0,5
16101,555,Q3,"poetry, along with all the other arts, is",0,6
16102,555,Q4,it difficult to choose,0,7
16103,555,Q5,accepting responsibility for one's own decisions.,0,8
16104,555,Q6,are native to shores,0,9
16105,555,Q7,"than a period of long, continuous study.",0,10
16106,555,Q8,those in Crime and Punishment exhibit,0,11
16107,555,Q9,portrays the feelings of many Spaniards,0,12
16108,555,Q10,and finally succeeded,0,13
16109,555,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
16110,555,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated at",0,15
16111,555,Q13,the city council designated him,0,16
16112,555,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16113,555,Q15,If the room had been brighter,0,18
16114,555,Q16,two students due to the use of their notes.,0,19
16115,555,Q17,through which exchange of gas occurs,0,20
16116,555,Q18,who tends to resist any attempt at,0,21
16117,555,Q19,The amount of water in living cells varies,0,22
16118,555,Q20,The ancient scientists beliefs were,0,23
16119,555,score,8,0,24
16120,555,absAssess1,15,0,25
16121,555,relAssess1,75,0,26
16122,555,diffOther1,7,0,27
16123,555,diffSelf1,4,0,28
16124,556,absAssess0,15,0,0
16125,556,relAssess0,81,0,1
16126,556,diffOther0,5,0,2
16127,556,diffSelf0,3,0,3
16128,556,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16129,556,Q2,man and found,0,5
16130,556,Q3,poetry and art are,0,6
16131,556,Q4,it difficult to choose,0,7
16132,556,Q5,to accept responsibility for one's own decisions.,0,8
16133,556,Q6,are native to shores,0,9
16134,556,Q7,"than a period of long, continuous study.",0,10
16135,556,Q8,Crime and Punishment exhibits,0,11
16136,556,Q9,feelings portrayed by Spaniards,0,12
16137,556,Q10,and finally succeeded,0,13
16138,556,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16139,556,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16140,556,Q13,he was designated by the city council,0,16
16141,556,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16142,556,Q15,If the room had been brighter,0,18
16143,556,Q16,two students due to the use of their notes.,0,19
16144,556,Q17,through which gas is exchanged,0,20
16145,556,Q18,who tend to resist any attempt at,0,21
16146,556,Q19,The amount of water in living cells varies,0,22
16147,556,Q20,The ancient scientists beliefs were,0,23
16148,556,score,10,0,24
16149,556,absAssess1,15,0,25
16150,556,relAssess1,80,0,26
16151,556,diffOther1,6,0,27
16152,556,diffSelf1,5,0,28
16153,557,absAssess0,16,0,0
16154,557,relAssess0,71,0,1
16155,557,diffOther0,4,0,2
16156,557,diffSelf0,2,0,3
16157,557,Q1,he or she is expected to master the printed form of language.,0,4
16158,557,Q2,man and had found,0,5
16159,557,Q3,"poetry, along with all the other arts, is",0,6
16160,557,Q4,it difficult to choose,0,7
16161,557,Q5,to accept responsibility for one's own decisions.,0,8
16162,557,Q6,are native to shores,0,9
16163,557,Q7,"than studying for a long, continuous period.",0,10
16164,557,Q8,those in Crime and Punishment exhibit,0,11
16165,557,Q9,portrayal of the feelings of many Spaniards,0,12
16166,557,Q10,and finally succeeded,0,13
16167,557,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16168,557,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16169,557,Q13,he was designated by the city council,0,16
16170,557,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16171,557,Q15,If the room had been brighter,0,18
16172,557,Q16,two students because they used notes anyway.,0,19
16173,557,Q17,through which exchange of gases occurs,0,20
16174,557,Q18,who tend to resist any attempt at,0,21
16175,557,Q19,The amount of water in living cells varies,0,22
16176,557,Q20,The belief of ancient scientists was,0,23
16177,557,score,17,0,24
16178,557,absAssess1,18,0,25
16179,557,relAssess1,71,0,26
16180,557,diffOther1,4,0,27
16181,557,diffSelf1,2,0,28
16182,558,absAssess0,10,0,0
16183,558,relAssess0,40,0,1
16184,558,diffOther0,8,0,2
16185,558,diffSelf0,7,0,3
16186,558,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16187,558,Q2,man and found,0,5
16188,558,Q3,"poetry, along with all the other arts, is",0,6
16189,558,Q4,it difficult to choose,0,7
16190,558,Q5,to accept responsibility for one's own decisions.,0,8
16191,558,Q6,are native to shores,0,9
16192,558,Q7,"than studying for a long, continuous period.",0,10
16193,558,Q8,those in Crime and Punishment exhibit,0,11
16194,558,Q9,portrays the feelings of many Spaniards,0,12
16195,558,Q10,and finally succeeded,0,13
16196,558,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16197,558,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16198,558,Q13,he was designated by the city council,0,16
16199,558,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
16200,558,Q15,If the room had been brighter,0,18
16201,558,Q16,two students because they used notes anyway.,0,19
16202,558,Q17,through which gas is exchanged,0,20
16203,558,Q18,who tends to resist any attempt at,0,21
16204,558,Q19,The amount of water in living cells varies,0,22
16205,558,Q20,The ancient scientists beliefs were,0,23
16206,558,score,14,0,24
16207,558,absAssess1,10,0,25
16208,558,relAssess1,40,0,26
16209,558,diffOther1,6,0,27
16210,558,diffSelf1,8,0,28
16211,559,absAssess0,16,0,0
16212,559,relAssess0,75,0,1
16213,559,diffOther0,5,0,2
16214,559,diffSelf0,2,0,3
16215,559,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16216,559,Q2,man and found,0,5
16217,559,Q3,"poetry, along with all the other arts, is",0,6
16218,559,Q4,it difficult to choose,0,7
16219,559,Q5,to accept responsibility for one's own decisions.,0,8
16220,559,Q6,are native to shores,0,9
16221,559,Q7,than a long period of continuous study.,0,10
16222,559,Q8,those in Crime and Punishment exhibit,0,11
